ID Label Weight
司马懿 司马懿 221
诸葛亮 诸葛亮 157
孔明 孔明 836
邓艾 邓艾 106
曹操 曹操 953
刘表 刘表 120
马超 马超 185
姜维 姜维 179
玄德曰 玄德曰 390
庞德 庞德 122
孔明曰 孔明曰 390
周瑜 周瑜 217
曹兵 曹兵 119
黄忠 黄忠 168
董卓 董卓 114
孙权 孙权 264
袁绍 袁绍 191
张飞 张飞 358
吕布 吕布 300
玄德 玄德 704
张辽 张辽 119
孙策 孙策 108
魏延 魏延 215
魏兵 魏兵 223
关公 关公 510
鲁肃 鲁肃 107
徐晃 徐晃 113
赵云 赵云 278
